0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.31,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.31,9.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,2.27,9.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,2.27,9.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.31,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.31,9.42,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.23,9.50,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.31,9.42,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.27,9.34,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,2.20,9.54,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,2.20,9.54,0.00,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,2.20,9.54,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.31,9.42,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.23,9.50,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.23,9.50,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.31,9.46,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.27,9.57,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,2.27,9.57,-0.04,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.96,10.11,-0.04,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.96,10.11,-1.55,-0.04,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.96,10.11,-2.12,-0.06,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-0.68,-2.05,8.80,-2.12,-0.06,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-0.68,-2.05,8.80,-3.97,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.06,-5.23,6.74,-3.97,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.83,-6.31,5.97,-3.97,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.14,-6.92,4.44,-3.97,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,-9.60,1.49,-3.97,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,-9.60,1.49,0.01,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,-9.60,1.49,-0.40,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,-7.92,2.87,-0.40,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.45,-7.57,2.75,-0.40,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.45,-7.57,2.75,0.09,0.01,0.25,0.00,0.00,0.00,0.00,0.00,0.00,
-1.91,-8.80,2.64,0.09,0.01,0.25,0.00,0.00,0.00,0.00,0.00,0.00,
-1.91,-8.80,2.64,0.04,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,
-1.91,-8.80,2.64,0.00,-0.02,0.23,0.00,0.00,0.00,0.00,0.00,0.00,
-1.98,-10.91,3.90,0.00,-0.02,0.23,0.00,0.00,0.00,0.00,0.00,0.00,
-1.98,-10.91,3.90,-0.02,-0.09,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-1.98,-10.91,3.90,-0.03,-0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
-2.21,-9.38,3.94,-0.03,-0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-8.76,3.75,-0.03,-0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
-2.06,-8.72,2.98,-0.03,-0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,
-2.06,-8.72,2.98,-0.02,-0.16,0.08,0.00,0.00,0.00,0.00,0.00,0.00,
-2.06,-8.72,2.98,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.06,-8.68,3.71,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.25,-8.95,2.41,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.37,-8.95,2.64,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.21,-8.53,3.02,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-9.22,2.87,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.33,-9.98,2.79,-0.01,-0.17,0.09,0.00,0.00,0.00,0.00,0.00,0.00,
-2.33,-9.98,2.79,-0.09,-0.11,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
-2.33,-9.98,2.79,0.02,-0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-2.29,-8.80,3.33,0.02,-0.09,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
l/
