0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.61,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.61,4.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.64,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.64,3.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.57,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.57,3.60,-0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.61,4.02,-0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.61,4.09,-0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.61,4.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.52,-8.57,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.52,-8.57,3.90,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.52,-8.57,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.64,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.61,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.61,4.05,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.52,-8.68,4.05,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.52,-8.68,4.05,-1.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.11,0.57,-1.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-9.41,2.95,-1.02,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-9.41,2.95,-0.01,0.02,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,
