0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.64,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.64,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.76,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.76,-0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.64,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-9.64,-0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,-9.64,-0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,-9.64,-0.04,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,-9.64,-0.04,0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-8.76,-0.31,0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,-8.76,-0.31,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,-8.38,-0.23,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-0.76,-8.88,-0.04,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-0.95,-8.91,0.15,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-1.83,-9.11,0.26,0.11,0.02,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-1.83,-9.11,0.26,0.03,0.05,0.29,0.00,0.00,0.00,0.00,0.00,0.00,
-1.83,-9.11,0.26,0.12,0.05,0.29,0.00,0.00,0.00,0.00,0.00,0.00,
-1.95,-10.02,1.07,0.12,0.05,0.29,0.00,0.00,0.00,0.00,0.00,0.00,
-2.10,-10.37,0.95,0.12,0.05,0.29,0.00,0.00,0.00,0.00,0.00,0.00,
-2.10,-10.37,0.95,0.12,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,
