0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,2.58,9.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,2.58,9.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,2.35,9.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,2.35,9.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.31,9.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.31,9.69,-0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.76,2.46,9.38,-0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,2.23,9.38,-0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.76,2.04,9.07,-0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,2.46,9.19,-0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,2.46,9.19,0.00,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-0.99,2.46,9.19,-0.01,0.02,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.91,3.00,10.18,-0.01,0.02,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.76,3.38,9.27,-0.01,0.02,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.76,3.38,9.27,-2.41,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.87,-0.10,9.99,-2.41,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.06,-1.79,9.80,-2.41,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-1.06,-1.79,9.80,-2.13,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,-4.93,6.20,-2.13,-0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.79,-4.93,6.20,-2.63,0.03,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
