0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,2.54,9.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,2.54,9.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.70,9.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.70,9.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.43,9.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.43,9.34,-0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.04,9.30,-0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.08,9.57,-0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.12,9.76,-0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.61,-0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.61,0.01,-0.01,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.61,-0.02,-0.02,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-0.53,1.24,9.57,-0.02,-0.02,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,1.28,9.27,-0.02,-0.02,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,1.28,9.27,-0.01,-0.01,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,
-0.53,1.58,9.11,-0.01,-0.01,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,1.73,9.69,-0.01,-0.01,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,1.73,9.69,-0.01,-0.02,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,
-1.14,1.32,9.92,-0.01,-0.02,-0.25,0.00,0.00,0.00,0.00,0.00,0.00,
-1.14,1.32,9.92,0.05,-0.06,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,
