0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.80,9.49,-1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.56,-1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.84,9.56,-1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.84,9.56,-1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.72,9.60,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.56,-1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.38,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.38,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.60,-1.34,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.60,-1.34,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.76,9.72,-1.45,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.72,9.87,-1.53,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.72,9.75,-1.49,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.84,9.68,-1.45,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
-1.84,9.68,-1.45,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.76,9.68,-1.53,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.72,9.64,-1.49,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.76,9.68,-1.49,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.76,9.68,-1.49,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
-1.76,9.68,-1.49,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.76,9.68,-1.49,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.76,9.53,-1.49,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
-1.76,9.56,-1.49,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,
