0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-1.77,9.57,-1.32,0.00,0.00,0.00,0.00,0.00,0.00,
-1.77,9.53,-1.36,0.00,0.00,0.00,0.00,0.00,0.00,
-1.81,9.57,-1.39,0.00,0.00,0.00,0.00,0.00,0.00,
-1.77,9.57,-1.36,0.00,0.00,0.00,0.00,0.00,0.00,
-1.93,9.61,-1.36,0.00,0.00,0.00,0.00,0.00,0.00,
-1.85,9.61,-1.39,0.00,0.00,0.00,0.00,0.00,0.00,
-1.85,9.61,-1.39,0.00,0.00,0.00,0.00,0.00,0.00,
-1.85,9.61,-1.39,0.00,-0.03,-0.03,0.00,0.00,0.00,
-1.85,9.61,-1.39,0.00,-0.03,-0.03,0.00,0.00,0.00,
-1.89,9.34,-1.24,0.00,-0.03,-0.03,0.00,0.00,0.00,
-1.89,9.34,-1.24,0.02,-0.03,-0.04,0.00,0.00,0.00,
-1.89,9.34,-1.24,0.02,-0.03,-0.05,0.00,0.00,0.00,
-1.89,9.34,-1.24,0.01,-0.03,-0.05,0.00,0.00,0.00,
-1.89,9.34,-1.24,0.01,-0.03,-0.05,0.00,0.00,0.00,
-1.62,9.19,-0.97,0.01,-0.03,-0.05,0.00,0.00,0.00,
-1.62,9.19,-0.97,0.02,-0.03,-0.05,0.00,0.00,0.00,
-1.77,9.57,-1.24,0.02,-0.03,-0.05,0.00,0.00,0.00,
-1.77,9.57,-1.24,0.02,-0.04,-0.04,0.00,0.00,0.00,
-1.89,9.76,-1.63,0.02,-0.04,-0.04,0.00,0.00,0.00,
-1.89,9.76,-1.63,0.01,-0.03,-0.04,0.00,0.00,0.00,
-2.12,9.91,-1.59,0.01,-0.03,-0.04,0.00,0.00,0.00,
-1.96,10.07,-1.59,0.01,-0.03,-0.04,0.00,0.00,0.00,
-1.96,10.07,-1.59,0.01,-0.03,-0.04,0.55,-0.51,-0.53,
-1.96,10.07,-1.59,0.01,-0.02,-0.02,0.55,-0.51,-0.53,
-1.85,9.91,-1.66,0.01,-0.02,-0.02,0.55,-0.51,-0.53,
-1.85,9.91,-1.66,0.02,-0.01,-0.01,0.55,-0.51,-0.53,
-1.81,9.61,-1.59,0.02,-0.01,-0.01,0.55,-0.51,-0.53,
-1.81,9.61,-1.59,0.01,-0.01,-0.00,0.55,-0.51,-0.53,
-1.85,9.34,-1.43,0.01,-0.01,-0.00,0.55,-0.51,-0.53,
-1.89,9.15,-1.36,0.01,-0.01,-0.00,0.55,-0.51,-0.53,
-1.89,9.15,-1.36,0.01,-0.01,-0.00,0.55,-0.51,-0.53,
-1.89,9.15,-1.36,0.02,-0.01,-0.01,0.55,-0.51,-0.53,
-1.62,9.15,-1.59,0.02,-0.01,-0.01,0.55,-0.51,-0.53,
-1.62,9.15,-1.59,0.00,-0.00,-0.01,0.55,-0.51,-0.53,
-1.77,9.23,-1.51,0.00,-0.00,-0.01,0.55,-0.51,-0.53,
-1.77,9.23,-1.51,0.00,0.00,-0.01,0.55,-0.51,-0.53,
-1.89,9.30,-1.51,0.00,0.00,-0.01,0.55,-0.51,-0.53,
-1.89,9.30,-1.51,0.00,-0.00,-0.01,0.55,-0.51,-0.53,
-1.89,9.30,-1.51,-0.01,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.42,-1.59,-0.01,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.42,-1.59,-0.01,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.42,-1.59,-0.01,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.23,-1.36,-0.01,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.23,-1.36,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.93,9.23,-1.36,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.77,9.19,-1.16,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.77,9.19,-1.16,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.85,9.30,-1.09,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.85,9.30,-1.09,-0.00,0.01,-0.01,0.55,-0.51,-0.53,
-1.85,9.30,-1.09,-0.00,0.01,-0.01,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,-0.00,0.01,-0.01,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,0.00,0.00,-0.01,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,-0.00,0.01,-0.00,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,-0.00,0.01,-0.00,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,-0.00,0.01,-0.00,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,0.00,0.00,-0.00,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,0.00,0.00,0.00,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,0.00,0.00,0.01,0.56,-0.51,-0.53,
-1.96,9.46,-1.16,0.00,0.01,0.01,0.56,-0.51,-0.53,
-1.81,9.53,-1.47,0.00,0.01,0.01,0.56,-0.51,-0.53,
-1.81,9.53,-1.47,0.00,0.01,0.01,0.56,-0.51,-0.53,
-1.81,9.53,-1.47,0.00,0.01,0.01,0.56,-0.51,-0.53,
-1.81,9.69,-1.51,0.00,0.01,0.01,0.56,-0.51,-0.53,
-1.81,9.69,-1.51,-0.00,0.01,0.02,0.56,-0.51,-0.53,
-1.85,9.84,-1.97,-0.00,0.01,0.02,0.56,-0.51,-0.53,
-1.85,9.84,-1.97,-0.00,0.02,0.03,0.56,-0.51,-0.53,
-1.81,9.91,-2.24,-0.00,0.02,0.03,0.56,-0.51,-0.53,
-1.81,9.91,-2.24,-0.01,0.04,0.04,0.56,-0.51,-0.53,
-1.81,9.91,-2.24,-0.01,0.04,0.04,0.56,-0.51,-0.53,
-1.89,9.72,-2.62,-0.01,0.04,0.04,0.56,-0.51,-0.53,
-1.89,9.72,-2.62,-0.02,0.05,0.04,0.56,-0.51,-0.53,
-1.89,9.72,-2.62,-0.03,0.07,0.05,0.56,-0.51,-0.53,
-1.89,9.72,-2.62,-0.05,0.08,0.06,0.56,-0.51,-0.53,
-1.66,9.76,-3.12,-0.05,0.08,0.06,0.56,-0.51,-0.53,
-1.66,9.76,-3.12,-0.10,0.11,0.06,0.56,-0.51,-0.53,
-1.66,9.76,-3.12,-0.12,0.11,0.06,0.56,-0.51,-0.53,
-1.66,9.76,-3.12,-0.23,0.11,0.07,0.56,-0.51,-0.53,
-1.66,9.76,-3.12,-0.30,0.11,0.08,0.56,-0.51,-0.53,
-1.96,10.03,-1.78,-0.30,0.11,0.08,0.56,-0.51,-0.53,
-1.96,10.03,-1.78,-0.35,0.12,0.08,0.56,-0.51,-0.53,
-1.81,10.11,-1.93,-0.35,0.12,0.08,0.56,-0.51,-0.53,
-1.81,10.11,-1.93,-0.56,0.13,0.08,0.56,-0.51,-0.53,
-1.70,10.14,-1.66,-0.56,0.13,0.08,0.56,-0.51,-0.53,
-1.70,10.14,-1.66,-1.10,0.11,0.08,0.56,-0.51,-0.53,
-1.81,9.72,-1.16,-1.10,0.11,0.08,0.56,-0.51,-0.53,
-1.89,8.96,-0.97,-1.10,0.11,0.08,0.56,-0.51,-0.53,
-1.93,9.27,-0.55,-1.10,0.11,0.08,0.56,-0.51,-0.53,
-1.93,9.27,-0.55,-1.37,0.10,0.09,0.56,-0.51,-0.53,
-1.62,8.88,-0.59,-1.37,0.10,0.09,0.56,-0.51,-0.53,
-1.62,8.88,-0.59,-1.57,0.11,0.07,0.56,-0.51,-0.53,
-1.47,9.00,-0.05,-1.57,0.11,0.07,0.56,-0.51,-0.53,
-1.47,9.00,-0.05,-1.94,0.09,0.08,0.56,-0.51,-0.53,
-1.47,9.00,-0.05,-2.06,0.08,0.07,0.56,-0.51,-0.53,
-1.73,7.58,1.25,-2.06,0.08,0.07,0.56,-0.51,-0.53,
-1.73,7.58,1.25,-1.67,0.09,0.08,0.56,-0.51,-0.53,
