0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,242
-2.03,9.72,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245
-1.95,9.75,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249
-1.99,9.79,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253
-1.95,9.72,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258
-1.95,9.75,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262
-1.91,9.68,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266
-1.95,9.64,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269
-1.91,9.79,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273
-1.91,9.83,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,277
-1.88,9.72,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,281
-1.88,9.64,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285
-1.88,9.68,-1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289
-1.88,9.68,-1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293
-1.88,9.68,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296
-1.91,9.68,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301
-1.95,9.72,-1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305
-1.91,9.68,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,309
-1.91,9.72,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,313
-1.91,9.72,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317
-1.95,9.68,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321
-1.95,9.64,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324
-1.95,9.64,-1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,328
-1.95,9.64,-1.11,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,332
-1.95,9.64,-1.11,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,336
-1.95,9.72,-1.07,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,342
-1.99,9.72,-1.11,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,346
-1.99,9.72,-1.11,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,351
-1.95,9.75,-0.99,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,355
-1.95,9.75,-0.99,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,359
-1.95,9.68,-0.99,-0.00,-0.01,-0.00,0.00,0.00,0.00,0.00,363
-1.95,9.68,-0.99,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,367
-1.95,9.75,-1.07,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,371
-1.95,9.75,-1.07,-0.00,-0.01,0.01,0.00,0.00,0.00,0.00,375
-1.95,9.75,-1.07,-0.00,-0.01,0.01,0.53,-0.53,-0.56,0.37,380
-1.88,9.72,-0.99,-0.00,-0.01,0.01,0.53,-0.53,-0.56,0.37,385
-1.88,9.72,-0.99,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,389
-1.91,9.68,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,393
-1.84,9.64,-0.99,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,398
-1.88,9.64,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,403
-1.88,9.64,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,408
-1.91,9.79,-1.18,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,412
-1.91,9.79,-1.07,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,417
-1.91,9.72,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,421
-1.95,9.72,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,427
-1.95,9.72,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,431
-1.99,9.72,-1.11,0.01,0.00,-0.00,0.53,-0.53,-0.56,0.37,435
-1.99,9.72,-1.11,0.01,0.00,-0.01,0.53,-0.53,-0.56,0.37,440
-1.99,9.72,-1.18,0.01,0.00,-0.01,0.53,-0.53,-0.56,0.37,445
-1.99,9.72,-1.18,-0.00,0.00,0.00,0.53,-0.53,-0.56,0.37,449
-1.95,9.79,-1.07,-0.00,0.00,0.00,0.53,-0.53,-0.56,0.37,454
-1.95,9.79,-1.07,0.00,0.00,-0.00,0.53,-0.53,-0.56,0.37,458
-1.91,9.75,-0.95,0.00,0.00,-0.00,0.53,-0.53,-0.56,0.37,462
-1.91,9.75,-0.95,-0.01,-0.00,0.01,0.53,-0.53,-0.56,0.37,467
-1.91,9.79,-0.99,-0.01,-0.00,0.01,0.53,-0.53,-0.56,0.37,472
-1.88,9.75,-1.03,-0.01,-0.00,0.01,0.53,-0.53,-0.56,0.37,477
-1.91,9.72,-1.07,-0.01,-0.00,0.01,0.53,-0.53,-0.56,0.37,482
-1.91,9.72,-1.07,-0.00,0.00,0.00,0.53,-0.53,-0.56,0.37,485
-1.91,9.72,-1.07,-0.00,0.00,0.00,0.53,-0.53,-0.56,0.37,490
-1.91,9.72,-1.07,-0.00,0.00,0.00,0.53,-0.53,-0.56,0.37,494
-1.91,9.72,-1.07,0.00,-0.00,0.00,0.53,-0.53,-0.56,0.37,498
-1.95,9.68,-0.99,0.00,-0.00,0.00,0.53,-0.53,-0.56,0.37,503
-1.95,9.68,-0.99,0.01,-0.01,0.01,0.53,-0.53,-0.56,0.37,507
-1.91,9.72,-1.03,0.01,-0.01,0.01,0.53,-0.53,-0.56,0.37,512
-1.99,9.68,-0.95,0.01,-0.01,0.01,0.53,-0.53,-0.56,0.37,516
-1.99,9.68,-0.95,0.01,0.00,0.01,0.53,-0.53,-0.56,0.37,520
-1.95,9.68,-1.03,0.01,0.00,0.01,0.53,-0.53,-0.56,0.37,524
-1.95,9.68,-1.03,0.00,-0.00,0.01,0.53,-0.53,-0.56,0.37,529
-1.95,9.72,-1.03,0.00,-0.00,0.01,0.53,-0.53,-0.56,0.37,533
-1.95,9.72,-1.03,0.00,-0.00,0.00,0.53,-0.53,-0.56,0.37,537
-1.99,9.64,-1.07,0.00,-0.00,0.00,0.53,-0.53,-0.56,0.37,541
-1.91,9.64,-1.07,0.00,-0.00,0.00,0.53,-0.53,-0.56,0.37,545
-1.91,9.64,-1.07,0.00,0.00,-0.00,0.53,-0.53,-0.56,0.37,549
-1.91,9.72,-0.99,0.00,0.00,-0.00,0.53,-0.53,-0.56,0.37,553
-1.91,9.72,-0.99,0.00,-0.01,0.00,0.53,-0.53,-0.56,0.37,559
-1.95,9.64,-1.03,0.00,-0.01,0.00,0.53,-0.53,-0.56,0.37,563
-1.95,9.64,-1.03,0.00,0.00,0.01,0.53,-0.53,-0.56,0.37,567
-1.91,9.68,-1.11,0.00,0.00,0.01,0.53,-0.53,-0.56,0.37,571
-1.95,9.68,-1.11,0.00,0.00,0.01,0.53,-0.53,-0.56,0.37,575
-1.95,9.68,-1.11,0.01,-0.00,0.00,0.53,-0.53,-0.56,0.37,580
-1.88,9.64,-1.03,0.01,-0.00,0.00,0.53,-0.53,-0.56,0.37,584
-1.88,9.64,-1.03,-0.01,-0.00,-0.00,0.53,-0.53,-0.56,0.37,588
-1.95,9.72,-0.99,-0.01,-0.00,-0.00,0.53,-0.53,-0.56,0.37,592
