-0.89,-0.23,9.48,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.20,9.48,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.23,9.48,0.00,0.00,0.00,0.00,0.00,0.00,
-0.93,-0.27,9.45,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.27,9.45,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.35,9.48,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.35,9.48,0.00,0.00,0.00,0.00,0.00,0.00,
-0.89,-0.35,9.48,-0.00,0.01,-0.00,0.00,0.00,0.00,
-0.89,-0.35,9.48,-0.00,0.01,-0.00,0.00,0.00,0.00,
-0.89,-0.35,9.48,-0.00,0.01,-0.00,0.00,0.05,-0.34,
-0.89,-0.35,9.48,0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.35,9.48,0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.35,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.23,9.56,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.23,9.56,0.01,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.20,9.48,0.01,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.20,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.35,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.46,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.46,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.46,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.43,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.43,9.48,0.01,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.43,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.27,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.27,9.48,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.52,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.52,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.52,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.52,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.31,9.52,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.31,9.52,0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.27,9.48,0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.27,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.27,9.48,-0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.48,-0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.27,9.48,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.39,9.41,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.39,9.41,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.93,-0.39,9.41,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.39,9.41,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.39,9.41,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.39,9.41,0.00,-0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.39,9.41,0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.89,-0.39,9.41,-0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.31,9.56,-0.00,-0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.31,9.56,-0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.31,9.56,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.89,-0.31,9.56,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.97,-0.35,9.48,0.00,0.00,0.00,0.00,0.05,-0.34,
-0.97,-0.35,9.48,-0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.50,9.52,-0.00,0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.50,9.52,0.00,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.50,9.52,0.00,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.39,9.41,0.00,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.39,9.41,0.01,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.31,9.45,0.01,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.31,9.45,-0.00,-0.00,-0.00,0.00,0.05,-0.34,
-0.93,-0.31,9.45,-0.01,0.00,-0.01,0.00,0.05,-0.34,
-0.89,-0.43,9.52,-0.01,0.00,-0.01,0.00,0.05,-0.34,
-0.89,-0.43,9.52,-0.00,-0.00,-0.01,0.00,0.05,-0.34,
-0.89,-0.43,9.52,0.01,-0.00,-0.01,0.00,0.05,-0.34,
-0.89,-0.43,9.52,0.01,0.00,-0.01,0.00,0.05,-0.34,
-0.97,-0.20,9.60,0.01,0.00,-0.01,0.00,0.05,-0.34,
-0.97,-0.20,9.60,0.01,-0.00,-0.01,0.00,0.05,-0.34,
-0.97,-0.20,9.60,0.01,-0.00,-0.00,0.00,0.05,-0.34,
-0.97,-0.20,9.60,-0.01,0.00,-0.00,0.00,0.05,-0.34,
-0.97,-0.20,9.60,-0.00,-0.00,-0.00,0.00,0.05,-0.34,
